company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
A2Z iTech,https://e27.co/startup/a2zitech,http://www.a2zitech.com/,India,Design ,,,,"http://www.twitter.com/A2ZiTech,https://www.facebook.com/A2ZiTech,https://www.linkedin.com/company/A2ZiTech",,,"A2Z iTech is a growing Software Solutions, creative Responsive Website Design, professional Web Development, Mobile Application, Ecommerce Web Development, Customized Web Development, ERP Development,","A2Z iTech is a growing Software Solutions, creative Responsive Website Design, professional Web Development, Mobile Application, Ecommerce Web Development, Customized Web Development, ERP Development, Digital Marketing Services, Cloud Server Maintaince, domain registration and Hosting Services and IT Consulting for Startups and Enterprises we located in West Delhi, India. We are a preferred choice for you for all your web design and development needs. We bring optimized, mobile responsive and creative UI designed websites and web applications for your business success. we also provide affordable digital marketing services including seo services, social media marketing and ppc advertising services all over globe. To know more or for direct enquiry, please write us a direct email on enquiry@a2zitech.com"
Motilal Oswal,https://e27.co/startup/motilal-oswal,http://www.motilaloswal.com/,India,,,,,,,,"Motilal Oswal Financial Services provides financial services like stock market broking on BSE, NSE, MCX & NCDEX, investment banking, private wealth management, asset management & commodity trading. Ge",
Truck Pulse,https://e27.co/startup/truck-pulse,https://www.mytruckpulse.com,India,Software,May 2018,,,"http://www.twitter.com/PulseTruck,https://www.facebook.com/Truck-Pulse-1783690305054577/,https://www.linkedin.com/company/truck-pulse-white-label-trucking-app-solution/",,,Truck Pulse is a white label trucking app solution for logistics businesses and startups of all sizes.,Truck Pulse is a white label trucking app solution for logistics businesses and startups of all sizes who want their own Uber for trucking app that connects shippers and nearby truck drivers at the push of a button.
PostScan Mail,https://e27.co/startup/postscan-mail,https://www.postscanmail.com/,United States of America,,,,,"http://www.twitter.com/postscanmail,https://www.facebook.com/PostScanMail,https://www.linkedin.com/company/postscan-mail/",,,PostScan Mail turns your postal mail into digital mail allowing you to manage your snail mail online. PostScan Mail gives you complete control over your mail deliveries online.,"PostScan Mail gives you the flexibility and freedom to receive your postal mail the way you want it in a modern, electronic way. Forward digital copies of mail to friends and family, business contacts, financial professionals or legal entities with no delay. Store digital and paper mail at your convenience for later uses. Scanning of mail contents lets you have a digital copy that can be sorted and downloaded as needed. You can review all of your mail, regardless of its source or origin, in a single online mailbox. All digital and hard copies of mail are safe and secure at the PostScan Mail facility, so you never have to worry about confidential information getting out. Unwanted mail is shredded in a secure environment, so personal information is always safe"
Profurniture,https://e27.co/startup/profurniture,https://profurniture.co.uk/,United Kingdom,,,,,"http://www.twitter.com/buysell4ulondon,http://www.facebook.com/parkroyalofficefurniture/",,,"UP TO 50% OFF on RRP - Excellent Quality of new and used office furniture online & local showrooms. A wide range of office chairs, bistro tables, office desks, corner desks, second-hand furniture.","UP TO 50% OFF on RRP - Excellent Quality of new and used office furniture online & local showrooms. A wide range of office chairs, bistro tables, office desks, corner desks, second-hand furniture and much more. Park Royal Office Furniture is a one-stop solution for all office furniture in London. ✔CASH ON COLLECTION ✔CUSTOM SHIPPING"
AeroEnvoy,https://e27.co/startup/aeroenvoy,https://www.aeroenvoy.com/,Indonesia,Internet of Things,,,,,,,The startup uses drone to deliver medical supplies such as blood and vaccines to hospitals and clinics in remote areas to cut up delivery time.,The startup uses drone to deliver medical supplies such as blood and vaccines to hospitals and clinics in remote areas to cut up delivery time.
Teknojek,https://e27.co/startup/teknojek,https://teknojek.com/,India,Transportation,,,,https://www.facebook.com/teknojekindonesia/,,,A ride-hailing service which implements a pyramid scheme to recruit its driver-partners.,"Teknojek is the first Mobile Apps company that prioritizes self-development of its members, with Co Founder and team leader experience for more than 10 years in the business of self-development and networking, Teknojek sure will provide its own experience for you all."
UNUYFARM,https://e27.co/startup/unuyfarm,http://unuyfarm.id/ or https://www.instagram.com/unuyfarm/,Indonesia,Agriculture,January 2017,,,http://www.instagram.com/unuyfarm/,,,"UNUYFARM is an agriculture company that focus on integrated farming to reduce organic trash of the society, currently our product is still catfishs.","Unuyfarm is an urban farming in the middle city of yogyakarta. Next We want to an integrated farm which utilize organik trash to be woof by integrating maggot farm and other like fish, chick,etc. Then we want to open an edu farming which people can learn about farming."
Halofina,https://e27.co/startup/halofina,https://halofina.com/,India,Finance,,,,,,,A personal financial assistant that helps users manage their finance and investment to achieve their goals.,A personal financial assistant that helps users manage their finance and investment to achieve their goals.
Yousolar,https://e27.co/startup/yousolar,http://yousolar.com/,United States of America,,,,,,,,The startup provides solar battery and PowerBlock that enables residences or businesses without utility approval (or even utility connection) to receive constant electricity supply.,The startup provides solar battery and PowerBlock that enables residences or businesses without utility approval (or even utility connection) to receive constant electricity supply.
Ceres Imaging,https://e27.co/startup/ceres-imaging,http://www.ceresimaging.net/about,United States of America,Agriculture,,,,,,,The startup helps farmers optimised water and fertiliser application using aerial spectral imagery.,"We are an aerial spectral imagery company that helps growers optimize their water and fertilizer application. Our high-resolution multispectral images are captured via low-flying planes and processed using highly advanced image processing and crop modeling techniques. The images reveal highly accurate, real-time information of the water and nutrient status of every plant in a field. Based in the San Francisco Bay Area, we serve a diverse base of growers, from California to the U.S. Midwest, to Hawaii and Australia."
Calty Farm,https://e27.co/startup/calty-farm,http://caltyfarm.com/,United Kingdom,Agriculture,,,,,,,The platform helps users to connect with dairy cow farmers to invest in.,The platform helps users to connect with dairy cow farmers to invest in.
Circle Doo,https://e27.co/startup/circle-doo,https://circledoo.com/,Indonesia,Education,,,,,,,Circle Doo helps students improve learning using video streaming and online meetings.,Circle Doo helps students improve learning using video streaming and online meetings.
Pijar Psikologi,https://e27.co/startup/pijar-psikologi,https://pijarpsikologi.org/,Indonesia,Health/Medical,,,,https://www.facebook.com/pijarpsikologi,,,The platform aims to educate about mental health issues and help users reach out for professional help easily.,The platform aims to educate about mental health issues and help users reach out for professional help easily.
Cloud Mania LLC,https://e27.co/startup/cloud-mania-llc,https://www.gocloudmania.com/,United States of America,,January 2012,,,"http://www.twitter.com/Cloudmaniallc,https://www.facebook.com/CloudManiaLLC/",,,Cloud Mania LLC is a full-service cloud provider. We have a solution for your organization whether you simply need one cloud to compute instance or a thousand.,Cloud Mania LLC is a rapidly growing company in the cloud service provider area. Our engineer always keeps security in mind when designing a solution to make sure your cloud services are secure.
